"","sessionKEY","round.dt","full_time","actor","subject","dyadID","behavior","actor.sex","actor.site","subject.sex","subject.site","new.dyad","opp.sex","n","date","undir.dyad"
"10593","2021-04-20_Xavier",2021-04-20 16:15:00,16:15:36,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10594","2021-04-20_Xavier",2021-04-20 16:15:00,16:15:36,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10595","2021-04-20_Xavier",2021-04-20 16:15:00,16:17:56,"OOO","PGG","OOO-PGG","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"OOO-PGG"
"10596","2021-04-20_Xavier",2021-04-20 16:15:00,16:17:56,"PGG","OOO","PGG-OOO","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"OOO-PGG"
"10597","2021-04-20_Xavier",2021-04-20 16:30:00,16:33:41,"BOB","POP","BOB-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10598","2021-04-20_Xavier",2021-04-20 16:30:00,16:33:41,"POP","BOB","POP-BOB","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10599","2021-04-20_Xavier",2021-04-20 16:30:00,16:33:49,"POO","PPB","POO-PPB","NN","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-20,"POO-PPB"
"10600","2021-04-20_Xavier",2021-04-20 16:30:00,16:33:49,"PPB","POO","PPB-POO","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-20,"POO-PPB"
"10601","2021-04-20_Xavier",2021-04-20 16:30:00,16:33:55,"OBB","PPB","OBB-PPB","NN","male","Florida City","female","Galloway",TRUE,TRUE,1,2021-04-20,"OBB-PPB"
"10602","2021-04-20_Annemarie",2021-04-20 16:35:00,16:35:36,"GOP","PBO","GOP-PBO","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"GOP-PBO"
"10603","2021-04-20_Annemarie",2021-04-20 16:35:00,16:35:38,"PBO","GOO","PBO-GOO","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"GOO-PBO"
"10604","2021-04-20_Annemarie",2021-04-20 16:35:00,16:35:45,"PPO","POP","PPO-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"POP-PPO"
"10605","2021-04-20_Annemarie",2021-04-20 16:35:00,16:35:48,"BOB","POP","BOB-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10606","2021-04-20_Annemarie",2021-04-20 16:35:00,16:35:48,"POP","BOB","POP-BOB","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10607","2021-04-20_Cesar",2021-04-20 16:40:00,16:41:17,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10608","2021-04-20_Cesar",2021-04-20 16:40:00,16:42:49,"OPP","BBB","OPP-BBB","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10609","2021-04-20_Cesar",2021-04-20 16:40:00,16:42:52,"OPP","BBB","OPP-BBB","beak_touch","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10610","2021-04-20_Cesar",2021-04-20 16:40:00,16:43:01,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10611","2021-04-20_Cesar",2021-04-20 16:45:00,16:45:04,"OPP","BBB","OPP-BBB","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10612","2021-04-20_Cesar",2021-04-20 16:45:00,16:45:06,"OPP","BBB","OPP-BBB","beak_touch","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10613","2021-04-20_Cesar",2021-04-20 16:45:00,16:45:08,"OPP","BBB","OPP-BBB","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10614","2021-04-20_Annemarie",2021-04-20 16:45:00,16:48:03,"GGG","PBB","GGG-PBB","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10615","2021-04-20_Annemarie",2021-04-20 16:45:00,16:48:03,"PBB","GGG","PBB-GGG","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10616","2021-04-20_Annemarie",2021-04-20 16:45:00,16:48:07,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"OOO-PGG"
"10617","2021-04-20_Cesar",2021-04-20 16:55:00,16:55:07,"PGG","OOO","PGG-OOO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"OOO-PGG"
"10618","2021-04-20_Cesar",2021-04-20 16:55:00,16:55:18,"BBB","OPP","BBB-OPP","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10619","2021-04-20_Cesar",2021-04-20 16:55:00,16:55:20,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10620","2021-04-20_Cesar",2021-04-20 16:55:00,16:57:13,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10621","2021-04-20_Cesar",2021-04-20 16:55:00,16:58:03,"PPB","POO","PPB-POO","allop","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-20,"POO-PPB"
"10622","2021-04-20_Cesar",2021-04-20 16:55:00,16:58:05,"POO","PPB","POO-PPB","s2s","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-20,"POO-PPB"
"10623","2021-04-20_Xavier",2021-04-20 17:00:00,17:01:02,"GPG","PGG","GPG-PGG","NN","male","Goulds","male","Perrine",TRUE,FALSE,1,2021-04-20,"GPG-PGG"
"10624","2021-04-20_Xavier",2021-04-20 17:00:00,17:01:02,"PGG","GPG","PGG-GPG","NN","male","Perrine","male","Goulds",TRUE,FALSE,1,2021-04-20,"GPG-PGG"
"10625","2021-04-20_Xavier",2021-04-20 17:00:00,17:01:21,"BBB","OPP","BBB-OPP","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10626","2021-04-20_Xavier",2021-04-20 17:00:00,17:01:39,"POP","BOB","POP-BOB","allop","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10627","2021-04-20_Cesar",2021-04-20 17:00:00,17:03:23,"GOO","PBO","GOO-PBO","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"GOO-PBO"
"10628","2021-04-20_Cesar",2021-04-20 17:00:00,17:03:30,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"OOO-PGG"
"10629","2021-04-20_Cesar",2021-04-20 17:00:00,17:03:32,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10630","2021-04-20_Cesar",2021-04-20 17:00:00,17:03:36,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10631","2021-04-20_Cesar",2021-04-20 17:00:00,17:03:36,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10632","2021-04-20_Cesar",2021-04-20 17:00:00,17:04:13,"POO","PPB","POO-PPB","NN","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-20,"POO-PPB"
"10633","2021-04-20_Cesar",2021-04-20 17:00:00,17:04:13,"PPB","POO","PPB-POO","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-20,"POO-PPB"
"10634","2021-04-20_Cesar",2021-04-20 17:00:00,17:04:24,"GGG","PBB","GGG-PBB","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10635","2021-04-20_Cesar",2021-04-20 17:00:00,17:04:27,"PBB","GGG","PBB-GGG","s2s","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10636","2021-04-20_Cesar",2021-04-20 17:00:00,17:04:29,"PBB","GGG","PBB-GGG","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10637","2021-04-20_Xavier",2021-04-20 17:00:00,17:04:30,"PBB","GGG","PBB-GGG","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10638","2021-04-20_Xavier",2021-04-20 17:15:00,17:16:30,"BOB","POP","BOB-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10639","2021-04-20_Xavier",2021-04-20 17:15:00,17:16:30,"POP","BOB","POP-BOB","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10640","2021-04-20_Xavier",2021-04-20 17:20:00,17:20:11,"GOO","PBO","GOO-PBO","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"GOO-PBO"
"10641","2021-04-20_Cesar",2021-04-20 17:20:00,17:21:18,"GGO","GPG","GGO-GPG","s2s","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-20,"GGO-GPG"
"10642","2021-04-20_Cesar",2021-04-20 17:20:00,17:23:09,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"OOO-PGG"
"10643","2021-04-20_Xavier",2021-04-20 17:25:00,17:27:18,"PBB","GGG","PBB-GGG","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10644","2021-04-20_Xavier",2021-04-20 17:25:00,17:27:57,"OBB","OBG","OBB-OBG","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"OBB-OBG"
"10645","2021-04-20_Xavier",2021-04-20 17:25:00,17:28:59,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10646","2021-04-20_Xavier",2021-04-20 17:25:00,17:29:06,"OPP","BBB","OPP-BBB","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10647","2021-04-20_Cesar",2021-04-20 17:25:00,17:29:13,"GOO","PBO","GOO-PBO","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"GOO-PBO"
"10648","2021-04-20_Xavier",2021-04-20 17:25:00,17:29:35,"PPO","BBP","PPO-BBP","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"BBP-PPO"
"10649","2021-04-20_Cesar",2021-04-20 17:30:00,17:30:39,"GGO","GPG","GGO-GPG","NN","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-20,"GGO-GPG"
"10650","2021-04-20_Cesar",2021-04-20 17:30:00,17:30:39,"GPG","GGO","GPG-GGO","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-20,"GGO-GPG"
"10651","2021-04-20_Xavier",2021-04-20 17:30:00,17:34:21,"PPB","POO","PPB-POO","s2s","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-20,"POO-PPB"
"10652","2021-04-20_Xavier",2021-04-20 17:30:00,17:34:38,"OBG","PPP","OBG-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10653","2021-04-20_Xavier",2021-04-20 17:30:00,17:34:38,"PPP","OBG","PPP-OBG","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10654","2021-04-20_Cesar",2021-04-20 17:35:00,17:37:10,"PBB","GGG","PBB-GGG","s2s","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10655","2021-04-20_Cesar",2021-04-20 17:35:00,17:37:14,"PBB","GGG","PBB-GGG","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10656","2021-04-20_Xavier",2021-04-20 17:40:00,17:41:15,"OBG","PPP","OBG-PPP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10657","2021-04-20_Xavier",2021-04-20 17:40:00,17:41:15,"PPP","OBG","PPP-OBG","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10658","2021-04-20_Xavier",2021-04-20 17:40:00,17:43:30,"OBB","PPB","OBB-PPB","allop","male","Florida City","female","Galloway",TRUE,TRUE,1,2021-04-20,"OBB-PPB"
"10659","2021-04-20_Xavier",2021-04-20 17:40:00,17:43:30,"PPB","OBB","PPB-OBB","allop","female","Galloway","male","Florida City",TRUE,TRUE,1,2021-04-20,"OBB-PPB"
"10660","2021-04-20_Xavier",2021-04-20 17:40:00,17:44:08,"OBG","PPP","OBG-PPP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10661","2021-04-20_Xavier",2021-04-20 17:40:00,17:44:08,"PPP","OBG","PPP-OBG","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10662","2021-04-20_Xavier",2021-04-20 17:45:00,17:47:33,"GOO","PBO","GOO-PBO","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"GOO-PBO"
"10663","2021-04-20_Xavier",2021-04-20 17:45:00,17:49:09,"OBG","PPP","OBG-PPP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10664","2021-04-20_Xavier",2021-04-20 17:45:00,17:49:25,"GPG","OOP","GPG-OOP","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-20,"GPG-OOP"
"10665","2021-04-20_Xavier",2021-04-20 17:45:00,17:49:27,"GPG","GGO","GPG-GGO","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-20,"GGO-GPG"
"10666","2021-04-20_Xavier",2021-04-20 17:45:00,17:49:29,"GGO","OOP","GGO-OOP","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGO-OOP"
"10667","2021-04-20_Xavier",2021-04-20 17:45:00,17:49:41,"BBB","OPP","BBB-OPP","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10668","2021-04-20_Cesar",2021-04-20 18:00:00,18:03:38,"OBG","PPP","OBG-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10669","2021-04-20_Cesar",2021-04-20 18:00:00,18:03:38,"PPP","OBG","PPP-OBG","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10670","2021-04-20_Xavier",2021-04-20 18:00:00,18:03:39,"OBB","PPP","OBB-PPP","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-20,"OBB-PPP"
"10671","2021-04-20_Xavier",2021-04-20 18:00:00,18:03:39,"PPP","OBB","PPP-OBB","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-20,"OBB-PPP"
"10672","2021-04-20_Cesar",2021-04-20 18:00:00,18:03:41,"OBB","PPP","OBB-PPP","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-20,"OBB-PPP"
"10673","2021-04-20_Xavier",2021-04-20 18:00:00,18:03:42,"OBG","PPP","OBG-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10674","2021-04-20_Annemarie",2021-04-20 18:05:00,18:05:20,"OBG","PPP","OBG-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10675","2021-04-20_Annemarie",2021-04-20 18:05:00,18:05:20,"PPP","OBG","PPP-OBG","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10676","2021-04-20_Annemarie",2021-04-20 18:05:00,18:06:00,"BBP","PPO","BBP-PPO","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"BBP-PPO"
"10677","2021-04-20_Annemarie",2021-04-20 18:05:00,18:06:00,"PPO","BBP","PPO-BBP","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"BBP-PPO"
"10678","2021-04-20_Annemarie",2021-04-20 18:05:00,18:06:14,"GGO","GPG","GGO-GPG","NN","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-20,"GGO-GPG"
"10679","2021-04-20_Annemarie",2021-04-20 18:05:00,18:06:14,"GPG","GGO","GPG-GGO","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-20,"GGO-GPG"
"10680","2021-04-20_Annemarie",2021-04-20 18:05:00,18:07:45,"GOO","PBO","GOO-PBO","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"GOO-PBO"
"10681","2021-04-20_Annemarie",2021-04-20 18:05:00,18:07:45,"PBO","GOO","PBO-GOO","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"GOO-PBO"
"10682","2021-04-20_Annemarie",2021-04-20 18:05:00,18:08:12,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10683","2021-04-20_Cesar",2021-04-20 18:05:00,18:08:25,"BBP","PPO","BBP-PPO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"BBP-PPO"
"10684","2021-04-20_Cesar",2021-04-20 18:05:00,18:08:41,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10685","2021-04-20_Annemarie",2021-04-20 18:05:00,18:08:45,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-20,"BOB-POP"
"10686","2021-04-20_Cesar",2021-04-20 18:10:00,18:11:46,"PGG","OOO","PGG-OOO","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-20,"OOO-PGG"
"10687","2021-04-20_Xavier",2021-04-20 18:10:00,18:13:38,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10688","2021-04-20_Xavier",2021-04-20 18:10:00,18:13:38,"OPP","BBB","OPP-BBB","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10689","2021-04-20_Cesar",2021-04-20 18:15:00,18:17:07,"PPP","OBG","PPP-OBG","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10690","2021-04-20_Xavier",2021-04-20 18:15:00,18:17:08,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-20,"BBB-OPP"
"10691","2021-04-20_Annemarie",2021-04-20 18:15:00,18:19:02,"GGG","PBB","GGG-PBB","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-20,"GGG-PBB"
"10692","2021-04-20_Annemarie",2021-04-20 18:15:00,18:19:24,"OBG","PPP","OBG-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10693","2021-04-20_Annemarie",2021-04-20 18:15:00,18:19:24,"PPP","OBG","PPP-OBG","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-20,"OBG-PPP"
"10694","2021-04-20_Annemarie",2021-04-20 18:20:00,18:21:58,"GOP","OGO","GOP-OGO","allop","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-20,"GOP-OGO"
"10695","2021-04-21_Claire",2021-04-21 08:45:00,08:48:52,"POP","BOB","POP-BOB","allop","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-21,"BOB-POP"
"10696","2021-04-21_Claire",2021-04-21 08:45:00,08:48:58,"OBG","PPP","OBG-PPP","s2s","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-21,"OBG-PPP"
"10697","2021-04-21_Claire",2021-04-21 08:45:00,08:49:06,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-21,"OOO-PGG"
"10698","2021-04-21_Claire",2021-04-21 08:45:00,08:49:14,"BBP","PPO","BBP-PPO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-21,"BBP-PPO"
"10699","2021-04-21_Claire",2021-04-21 08:45:00,08:49:22,"GOP","POP","GOP-POP","NN","male","Florida City","female","Perrine",TRUE,TRUE,1,2021-04-21,"GOP-POP"
"10700","2021-04-21_Cesar",2021-04-21 08:45:00,08:49:32,"PPO","BBP","PPO-BBP","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-21,"BBP-PPO"
"10701","2021-04-21_Cesar",2021-04-21 08:45:00,08:49:39,"OPP","BBP","OPP-BBP","NN","male","Galloway","male","Perrine",TRUE,FALSE,1,2021-04-21,"BBP-OPP"
"10702","2021-04-21_Claire",2021-04-21 08:50:00,08:50:04,"POO","PPB","POO-PPB","NN","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-21,"POO-PPB"
"10703","2021-04-21_Claire",2021-04-21 08:50:00,08:50:04,"PPB","POO","PPB-POO","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-21,"POO-PPB"
"10704","2021-04-21_Claire",2021-04-21 08:50:00,08:50:54,"PGG","OOO","PGG-OOO","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-21,"OOO-PGG"
"10705","2021-04-21_Claire",2021-04-21 08:50:00,08:54:14,"PPB","POO","PPB-POO","allop","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-21,"POO-PPB"
"10706","2021-04-21_Xavier",2021-04-21 08:55:00,08:55:05,"BBB","OPP","BBB-OPP","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-21,"BBB-OPP"
"10707","2021-04-21_Cesar",2021-04-21 09:00:00,09:02:44,"GPG","OOP","GPG-OOP","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-21,"GPG-OOP"
"10708","2021-04-21_Cesar",2021-04-21 09:00:00,09:02:46,"GGO","OOP","GGO-OOP","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-21,"GGO-OOP"
"10709","2021-04-21_Cesar",2021-04-21 09:00:00,09:02:49,"OOP","GPG","OOP-GPG","NN","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-21,"GPG-OOP"
"10710","2021-04-21_Cesar",2021-04-21 09:00:00,09:02:52,"OOP","GGO","OOP-GGO","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-21,"GGO-OOP"
"10711","2021-04-21_Claire",2021-04-21 09:00:00,09:03:15,"BOB","POP","BOB-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-21,"BOB-POP"
"10712","2021-04-21_Claire",2021-04-21 09:00:00,09:03:15,"POP","BOB","POP-BOB","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-21,"BOB-POP"
"10713","2021-04-21_Claire",2021-04-21 09:00:00,09:03:22,"GGO","OOP","GGO-OOP","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-21,"GGO-OOP"
"10714","2021-04-21_Claire",2021-04-21 09:00:00,09:03:25,"OOP","GPG","OOP-GPG","NN","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-21,"GPG-OOP"
"10715","2021-04-21_Claire",2021-04-21 09:00:00,09:03:28,"GPG","OOP","GPG-OOP","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-21,"GPG-OOP"
"10716","2021-04-21_Cesar",2021-04-21 09:00:00,09:03:59,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-21,"BBB-OPP"
"10717","2021-04-21_Cesar",2021-04-21 09:00:00,09:03:59,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-21,"BBB-OPP"
"10718","2021-04-21_Claire",2021-04-21 09:00:00,09:04:05,"OOP","GGO","OOP-GGO","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-21,"GGO-OOP"
"10719","2021-04-21_Cesar",2021-04-21 09:00:00,09:04:07,"PPB","BBB","PPB-BBB","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-21,"BBB-PPB"
"10720","2021-04-21_Xavier",2021-04-21 09:05:00,09:08:21,"GOO","PBO","GOO-PBO","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-21,"GOO-PBO"
"10721","2021-04-21_Claire",2021-04-21 09:05:00,09:08:38,"GOO","PBO","GOO-PBO","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-21,"GOO-PBO"
"10722","2021-04-21_Claire",2021-04-21 09:05:00,09:08:38,"PBO","GOO","PBO-GOO","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-21,"GOO-PBO"
"10723","2021-04-21_Xavier",2021-04-21 09:10:00,09:10:16,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-21,"BOB-POP"
"10724","2021-04-21_Cesar",2021-04-21 09:10:00,09:10:19,"POO","PPB","POO-PPB","allop","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-21,"POO-PPB"
"10725","2021-04-21_Cesar",2021-04-21 09:10:00,09:10:19,"PPB","POO","PPB-POO","allop","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-21,"POO-PPB"
"10726","2021-04-21_Xavier",2021-04-21 09:10:00,09:10:48,"OOP","GPG","OOP-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-21,"GPG-OOP"
"10727","2021-04-21_Xavier",2021-04-21 09:10:00,09:12:54,"GOO","PBO","GOO-PBO","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-21,"GOO-PBO"
"10728","2021-04-21_Xavier",2021-04-21 09:10:00,09:12:54,"PBO","GOO","PBO-GOO","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-21,"GOO-PBO"
"10729","2021-04-21_Cesar",2021-04-21 09:10:00,09:13:13,"OOP","GPG","OOP-GPG","s2s","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-21,"GPG-OOP"
"10730","2021-04-21_Cesar",2021-04-21 09:10:00,09:13:21,"BBB","PPB","BBB-PPB","NN","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-21,"BBB-PPB"
"10731","2021-04-21_Cesar",2021-04-21 09:10:00,09:13:21,"PPB","BBB","PPB-BBB","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-21,"BBB-PPB"
"10732","2021-04-21_Cesar",2021-04-21 09:10:00,09:13:53,"GGO","OOP","GGO-OOP","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-21,"GGO-OOP"
"10733","2021-04-21_Xavier",2021-04-21 09:10:00,09:13:55,"PPO","BBP","PPO-BBP","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-21,"BBP-PPO"
"10734","2021-04-21_Claire",2021-04-21 09:10:00,09:13:58,"GGO","OOP","GGO-OOP","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-21,"GGO-OOP"
